.csv
Version,1.0
File produced by University of Exeter,  13-Apr-2016 

Site, London
Latitude, 51.479, Longitude, -0.449, Altitude,25

Notation and units
Column, Variable, Description, Units, Notes
1, Year
2, Month
3, Date
4, Hour
5, PWC, , , (on hour GMT)
6, CC, Cloud amount, oktas, (on hour GMT)
7, DBT, Dry Bulb Temperature, degrees Celcius, (on hour GMT)
8, WBT, Wet Bulb Temperature, degrees Celcius, (on hour GMT)
9, RH, Relative Humidity, % (on hour GMT)
10, Press, Mean Sea Level Pressure, hPa, (on hour GMT)
11, WD, Wind Direction, degrees, (average over previous hour GMT)
12, WS, Wind Speed, knots, (average over previous hour GMT)
13, GSR, Global Irradiation (horizontal plane), W/m^2, (average over next hour in LAT)
14, DSR, Diffuse Irradiation (horizontal plane), W/m^2, (average over next hour in LAT)
15, Alt, Solar Altitude, degrees, (calculated on next half-hour in LAT)
16, Dec, Solar Declination, degrees, (calculated on next half-hour in LAT)
17-22, Missing Data Codes, see accompanying documentation for description,

Model parameters


,,,,,,,,,,,,,,,,Missing Data Codes
Year, Month, Day, Hour, PWC, Cloud, DBT, WBT, RH, Press, WD, WS, GSR, DSR, Alt, Dec, Cloud, DBT, WBT, Press, WD, WS
2004,3,2,18,-999,5,7.2,4,59,1033.4,250,8,9,9,1.4,-7,0,0,0,0,0,0
2004,3,2,19,-999,5,5.7,3.1,65,1033.5,250,7,0,0,-7.9,-7,0,0,0,0,0,0
2004,3,2,20,-999,5,5.2,3.1,71,1033.5,230,8.9,0,0,-17.2,-7,0,0,0,0,0,0
2004,3,2,21,-999,6,4.2,2.5,75,1033.3,220,8,0,0,-26.1,-7,0,0,0,0,0,0
2004,3,2,22,-999,7,3.4,2,79,1033.3,220,9.9,0,0,-34,-7,0,0,0,0,0,0
2004,3,2,23,-999,7,2.3,1.2,82,1032.9,220,6,0,0,-40.5,-7,0,0,0,0,0,0
2004,3,2,24,-999,7,1.4,0.6,87,1032.7,240,5.1,0,0,-44.4,-7,0,0,0,0,0,0
2004,3,3,1,-999,7,1.7,0.9,87,1032.2,230,7,0,0,-45.2,-6.6,0,0,0,0,0,0
2004,3,3,2,-999,7,0.9,0.4,91,1032.1,220,5.1,0,0,-42.6,-6.6,0,0,0,0,0,0
2004,3,3,3,-999,7,0.5,0.1,93,1031.8,250,4.1,0,0,-37.2,-6.6,0,0,0,0,0,0
2004,3,3,4,5,7,0.8,0.3,91,1031.3,210,5.1,0,0,-29.8,-6.6,0,0,0,0,0,0
2004,3,3,5,5,7,-1.1,-1.8,88,1030.9,150,1.9,0,0,-21.2,-6.6,0,0,0,0,0,0
2004,3,3,6,5,7,-0.4,-0.9,92,1030.4,110,2.9,0,0,-12,-6.6,0,0,0,0,0,0
2004,3,3,7,5,7,-0.9,-1.4,91,1029.8,140,5.1,1,1,-2.7,-6.6,0,0,0,0,0,0
2004,3,3,8,5,6,0.7,0.1,90,1029.4,140,5.1,38,38,6.4,-6.6,0,0,0,0,0,0
2004,3,3,9,5,7,1.5,0.9,90,1029.4,140,4.1,106,89,14.8,-6.6,0,0,0,0,0,0
2004,3,3,10,5,6,3.4,2.3,83,1029.1,190,5.1,225,156,22.2,-6.6,0,0,0,0,0,0
2004,3,3,11,5,7,5.4,3.6,75,1028.9,170,8,207,173,27.8,-6.6,0,0,0,0,0,0
2004,3,3,12,5,6,8.1,5.1,63,1028.6,200,13,317,220,31.2,-6.6,0,0,0,0,0,0
2004,3,3,13,5,7,9.5,5.9,58,1028.1,180,11.1,236,197,31.8,-6.6,0,0,0,0,0,0
2004,3,3,14,-999,6,10.2,5.6,49,1027.3,190,11.1,302,210,29.7,-6.6,0,0,0,0,0,0
2004,3,3,15,-999,7,10.8,6.3,51,1026.8,200,14,186,155,25,-6.6,0,0,0,0,0,0
2004,3,3,16,-999,7,9.2,5.5,57,1025.5,190,11.1,135,113,18.4,-6.6,0,0,0,0,0,0
2004,3,3,17,-999,8,8.5,5.1,59,1025.7,180,11.1,34,34,10.5,-6.6,0,0,0,0,0,0
2004,3,3,18,-999,8,7.9,4.8,62,1025.4,190,13,10,10,1.6,-6.6,0,0,0,0,0,0
2004,3,3,19,5,7,7.1,4.5,67,1025.4,180,9.9,0,0,-7.6,-6.6,0,0,0,0,0,0
2004,3,3,20,5,7,6.9,4.5,69,1025.1,160,11.1,0,0,-16.9,-6.6,0,0,0,0,0,0
2004,3,3,21,60,8,7,4.7,70,1024.6,160,7,0,0,-25.8,-6.6,0,0,0,0,0,0
2004,3,3,22,21,8,7.2,5.1,73,1023.9,160,8,0,0,-33.7,-6.6,0,0,0,0,0,0
2004,3,3,23,62,8,6.7,5.4,83,1023.9,170,8,0,0,-40.1,-6.6,0,0,0,0,0,0
2004,3,3,24,63,8,6.4,5.7,91,1023.7,180,8.9,0,0,-44,-6.6,0,0,0,0,0,0
2004,3,4,1,63,8,6,5.6,94,1023.2,170,7,0,0,-44.8,-6.2,0,0,0,0,0,0
2004,3,4,2,21,8,6.3,5.9,95,1022.9,170,5.1,0,0,-42.2,-6.2,0,0,0,0,0,0
2004,3,4,3,5,8,6.5,6.1,95,1022.5,180,7,0,0,-36.8,-6.2,0,0,0,0,0,0
2004,3,4,4,10,8,6.5,6.3,97,1021.2,180,5.1,0,0,-29.4,-6.2,0,0,0,0,0,0
2004,3,4,5,10,8,6.6,6.4,97,1020.8,210,4.1,0,0,-20.9,-6.2,0,0,0,0,0,0
2004,3,4,6,28,8,6.6,6.4,97,1021,200,1.9,0,0,-11.7,-6.2,0,0,0,0,0,0
2004,3,4,7,10,8,6.5,6.4,99,1020.7,230,1,1,1,-2.4,-6.2,0,0,0,0,0,0
2004,3,4,8,10,8,6.6,6.5,99,1020.9,250,5.1,41,41,6.7,-6.2,0,0,0,0,0,0
2004,3,4,9,10,8,7,6.7,96,1020.8,230,2.9,52,52,15.2,-6.2,0,0,0,0,0,0
2004,3,4,10,10,8,7.6,7.3,96,1020.6,330,1,80,80,22.5,-6.2,0,0,0,0,0,0
2004,3,4,11,10,8,8,7.5,94,1020.6,50,4.1,100,100,28.2,-6.2,0,0,0,0,0,0
2004,3,4,12,5,8,8.6,7.7,89,1020.4,90,5.1,112,112,31.6,-6.2,0,0,0,0,0,0
2004,3,4,13,5,8,9.1,7.9,85,1020.4,140,4.1,114,114,32.2,-6.2,0,0,0,0,0,0
2004,3,4,14,-999,7,9.9,8.3,81,1019.6,150,4.1,223,186,30.1,-6.2,0,0,0,0,0,0
2004,3,4,15,5,8,9.9,8.2,80,1019,330,1.9,90,90,25.4,-6.2,0,0,0,0,0,0
2004,3,4,16,-999,8,9.9,8.3,81,1018.8,340,1.9,66,66,18.7,-6.2,0,0,0,0,0,0
2004,3,4,17,-999,8,9.9,8.2,80,1018.4,40,2.9,35,35,10.7,-6.2,0,0,0,0,0,0
2004,3,4,18,-999,8,10,8.3,80,1018.2,30,4.1,11,11,1.9,-6.2,0,0,0,0,0,0
2004,3,4,19,5,8,9.8,8,79,1018.4,30,2.9,0,0,-7.3,-6.2,0,0,0,0,0,0
2004,3,4,20,5,7,8.7,7.4,84,1018.6,100,6,0,0,-16.6,-6.2,0,0,0,0,0,0
2004,3,4,21,5,8,8.6,7.4,85,1018.8,70,2.9,0,0,-25.5,-6.2,0,0,0,0,0,0
2004,3,4,22,-999,7,8.3,7.3,87,1018.9,40,2.9,0,0,-33.4,-6.2,0,0,0,0,0,0
2004,3,4,23,5,7,8,7.2,90,1018.8,50,1.9,0,0,-39.8,-6.2,0,0,0,0,0,0
2004,3,4,24,5,7,7.8,7,90,1019.1,340,2.9,0,0,-43.7,-6.2,0,0,0,0,0,0
2004,3,5,1,5,7,7.7,6.9,90,1019.1,330,1.9,0,0,-44.4,-5.8,0,0,0,0,0,0
2004,3,5,2,5,7,7.2,6.5,91,1019.1,10,2.9,0,0,-41.8,-5.8,0,0,0,0,0,0
2004,3,5,3,5,6,6.3,5.7,92,1018.7,40,2.9,0,0,-36.4,-5.8,0,0,0,0,0,0
2004,3,5,4,10,7,6,5.7,96,1018.4,40,1.9,0,0,-29.1,-5.8,0,0,0,0,0,0
2004,3,5,5,10,7,5.6,5.3,96,1018,30,2.9,0,0,-20.5,-5.8,0,0,0,0,0,0
2004,3,5,6,10,7,5.6,5.3,96,1018.2,340,1.9,0,0,-11.4,-5.8,0,0,0,0,0,0
2004,3,5,7,10,7,5.4,5.1,96,1018.3,320,5.1,1,1,-2,-5.8,0,0,0,0,0,0
2004,3,5,8,10,7,5.1,4.8,96,1018.5,330,2.9,43,36,7.1,-5.8,0,0,0,0,0,0
2004,3,5,9,10,8,5.7,5.4,96,1018.8,0,4.1,53,53,15.6,-5.8,0,0,0,0,0,0
2004,3,5,10,10,8,6.4,6,95,1018.9,350,4.1,81,81,22.9,-5.8,0,0,0,0,0,0
2004,3,5,11,5,7,7.2,6.5,91,1019,310,2.9,212,177,28.6,-5.8,0,0,0,0,0,0
2004,3,5,12,5,7,8.6,7.3,84,1018.7,40,2.9,237,198,32,-5.8,0,0,0,0,0,0
2004,3,5,13,5,7,9.4,7.6,79,1018.4,340,2.9,241,201,32.6,-5.8,0,0,0,0,0,0
2004,3,5,14,5,7,9.7,7.6,75,1017.8,0,6,226,189,30.4,-5.8,0,0,0,0,0,0
2004,3,5,15,5,7,9.2,7,74,1017.8,10,7,191,160,25.7,-5.8,0,0,0,0,0,0
2004,3,5,16,5,7,9.6,7.3,73,1017.7,350,7,140,117,19.1,-5.8,0,0,0,0,0,0
2004,3,5,17,5,7,9.3,7.1,74,1017.6,340,7,75,63,11,-5.8,0,0,0,0,0,0
2004,3,5,18,5,7,9,6.8,74,1017.1,0,7,12,12,2.2,-5.8,0,0,0,0,0,0
2004,3,5,19,5,7,8.3,6.5,78,1018,10,9.9,0,0,-7.1,-5.8,0,0,0,0,0,0
2004,3,5,20,5,5,7.4,5.7,78,1018.2,10,5.1,0,0,-16.4,-5.8,0,0,0,0,0,0
2004,3,5,21,5,3,7,5.4,79,1018.5,10,5.1,0,0,-25.2,-5.8,0,0,0,0,0,0
2004,3,5,22,5,2,5.4,4.5,87,1018.7,320,4.1,0,0,-33.1,-5.8,0,0,0,0,0,0
2004,3,5,23,5,5,6.1,5,85,1018.9,340,5.1,0,0,-39.4,-5.8,0,0,0,0,0,0
2004,3,5,24,5,7,5.4,4.6,89,1019.1,340,4.1,0,0,-43.3,-5.8,0,0,0,0,0,0
2004,3,6,1,5,1,4.9,4.2,90,1019.4,330,2.9,0,0,-44,-5.4,0,0,0,0,0,0
2004,3,6,2,5,7,4.2,3.5,90,1019.8,320,2.9,0,0,-41.4,-5.4,0,0,0,0,0,0
2004,3,6,3,5,6,4.7,4,90,1020.1,330,5.1,0,0,-36,-5.4,0,0,0,0,0,0
2004,3,6,4,5,7,4.4,3.8,91,1020.1,320,2.9,0,0,-28.7,-5.4,0,0,0,0,0,0
2004,3,6,5,5,7,4.8,4.1,90,1020.1,300,4.1,0,0,-20.2,-5.4,0,0,0,0,0,0
2004,3,6,6,60,7,4.9,4.2,90,1020.5,300,5.1,0,0,-11,-5.4,0,0,0,0,0,0
2004,3,6,7,21,7,4.7,4.1,91,1020.7,310,2.9,2,2,-1.7,-5.4,0,0,0,0,0,0
2004,3,6,8,5,7,4.8,4.1,90,1021.3,300,4.1,46,38,7.4,-5.4,0,0,0,0,0,0
2004,3,6,9,20,7,5,4.5,93,1021.7,270,5.1,115,96,15.9,-5.4,0,0,0,0,0,0
2004,3,6,10,5,7,6,5.1,88,1022,290,6,173,144,23.3,-5.4,0,0,0,0,0,0
2004,3,6,11,5,7,6.7,5.7,87,1022,280,7,215,180,29,-5.4,0,0,0,0,0,0
2004,3,6,12,60,8,6.8,6,89,1022.3,300,8,114,114,32.4,-5.4,0,0,0,0,0,0
2004,3,6,13,21,7,7.1,6.2,88,1022.5,290,8.9,244,204,33,-5.4,0,0,0,0,0,0
2004,3,6,14,5,7,7.6,6.3,83,1022.3,300,8,228,191,30.8,-5.4,0,0,0,0,0,0
2004,3,6,15,5,7,8.9,7.2,79,1021.8,270,7,193,162,26,-5.4,0,0,0,0,0,0
2004,3,6,16,15,7,9.5,7,71,1021.7,300,7,142,119,19.4,-5.4,0,0,0,0,0,0
2004,3,6,17,25,7,7.1,5.4,78,1021.8,300,4.1,78,65,11.3,-5.4,0,0,0,0,0,0
2004,3,6,18,80,7,8.1,6,74,1021.9,290,7,13,13,2.5,-5.4,0,0,0,0,0,0
2004,3,6,19,25,7,6.4,5.3,85,1022.3,260,6,0,0,-6.8,-5.4,0,0,0,0,0,0
2004,3,6,20,-999,7,6.3,5.1,84,1022.6,270,4.1,0,0,-16.1,-5.4,0,0,0,0,0,0
2004,3,6,21,-999,7,5.5,4.5,86,1023,290,4.1,0,0,-24.9,-5.4,0,0,0,0,0,0
2004,3,6,22,-999,3,6,4.5,80,1023.2,280,5.1,0,0,-32.8,-5.4,0,0,0,0,0,0
2004,3,6,23,-999,5,5.5,4.2,82,1023.5,300,5.1,0,0,-39.1,-5.4,0,0,0,0,0,0
2004,3,6,24,-999,7,5.5,4.2,82,1023.3,280,7,0,0,-42.9,-5.4,0,0,0,0,0,0
2004,3,7,1,-999,7,5.3,4.1,83,1023.3,280,6,0,0,-43.6,-5,0,0,0,0,0,0
2004,3,7,2,-999,6,4.1,3.5,91,1022.9,260,6,0,0,-41,-5,0,0,0,0,0,0
2004,3,7,3,25,7,4.9,4.1,89,1022.8,270,8,0,0,-35.7,-5,0,0,0,0,0,0
2004,3,7,4,25,7,4.5,3.9,91,1022.5,270,7,0,0,-28.4,-5,0,0,0,0,0,0
2004,3,7,5,60,8,4.4,3.9,93,1022.3,270,7,0,0,-19.8,-5,0,0,0,0,0,0
2004,3,7,6,60,8,4.7,4.1,91,1022.7,320,5.1,0,0,-10.7,-5,0,0,0,0,0,0
2004,3,7,7,50,7,4.8,4.2,91,1022.6,280,5.1,2,2,-1.3,-5,0,0,0,0,0,0
2004,3,7,8,20,7,4.5,4,93,1022.7,290,5.1,49,41,7.8,-5,0,0,0,0,0,0
2004,3,7,9,-999,7,5.3,4.6,90,1023.1,300,7,118,98,16.3,-5,0,0,0,0,0,0
2004,3,7,10,2,7,6,5.1,88,1023.5,320,6,175,147,23.7,-5,0,0,0,0,0,0
2004,3,7,11,-999,7,6.5,5.1,81,1023.4,330,7,218,182,29.4,-5,0,0,0,0,0,0
2004,3,7,12,-999,7,7,5.3,78,1023.9,340,6,242,202,32.7,-5,0,0,0,0,0,0
2004,3,7,13,80,7,7,5.2,77,1024.1,340,8.9,246,206,33.4,-5,0,0,0,0,0,0
2004,3,7,14,60,7,4.7,4,90,1024.7,0,7,231,193,31.1,-5,0,0,0,0,0,0
2004,3,7,15,21,7,5.6,4.6,86,1024.8,20,7,196,164,26.4,-5,0,0,0,0,0,0
2004,3,7,16,2,7,6,4.7,82,1024.9,20,5.1,145,121,19.7,-5,0,0,0,0,0,0
2004,3,7,17,-999,6,7.5,5.3,72,1025.1,30,8,110,76,11.6,-5,0,0,0,0,0,0
2004,3,7,18,80,6,5.3,4,82,1026.1,10,8.9,14,14,2.7,-5,0,0,0,0,0,0
2004,3,7,19,25,4,5,3.8,83,1026.8,20,5.1,0,0,-6.6,-5,0,0,0,0,0,0
2004,3,7,20,-999,5,4.8,3.6,83,1027.8,20,4.1,0,0,-15.8,-5,0,0,0,0,0,0
2004,3,7,21,-999,1,4.4,3.3,84,1028.5,10,2.9,0,0,-24.6,-5,0,0,0,0,0,0
2004,3,7,22,-999,0,3.7,2.9,88,1029.3,20,2.9,0,0,-32.5,-5,0,0,0,0,0,0
2004,3,7,23,-999,1,3.1,2.5,91,1029.9,20,4.1,0,0,-38.7,-5,0,0,0,0,0,0
2004,3,7,24,5,0,2.9,2.3,91,1030.5,340,2.9,0,0,-42.5,-5,0,0,0,0,0,0
2004,3,8,1,-999,1,2.3,1.9,94,1031,10,2.9,0,0,-43.2,-4.6,0,0,0,0,0,0
2004,3,8,2,-999,7,3.1,2.6,92,1031.6,0,4.1,0,0,-40.6,-4.6,0,0,0,0,0,0
2004,3,8,3,-999,7,3.3,2.8,92,1031.8,0,4.1,0,0,-35.3,-4.6,0,0,0,0,0,0
2004,3,8,4,-999,7,3.5,3.1,94,1032.3,20,5.1,0,0,-28,-4.6,0,0,0,0,0,0
2004,3,8,5,-999,8,3.8,3.3,92,1032.9,30,6,0,0,-19.5,-4.6,0,0,0,0,0,0
2004,3,8,6,-999,7,3.8,2.8,85,1033.5,30,7,0,0,-10.3,-4.6,0,0,0,0,0,0
2004,3,8,7,-999,7,3.6,2.6,85,1034,10,4.1,3,3,-1,-4.6,0,0,0,0,0,0
2004,3,8,8,-999,7,3.8,2.8,85,1034.2,20,4.1,52,43,8.1,-4.6,0,0,0,0,0,0
2004,3,8,9,-999,7,4.1,3,84,1034.7,20,5.1,121,101,16.6,-4.6,0,0,0,0,0,0
2004,3,8,10,-999,7,5.1,3.9,83,1035,20,5.1,178,149,24,-4.6,0,0,0,0,0,0
2004,3,8,11,-999,7,6.3,4.5,76,1035.3,40,8.9,221,184,29.7,-4.6,0,0,0,0,0,0
2004,3,8,12,-999,7,6.7,4.3,68,1035.5,50,8,245,205,33.1,-4.6,0,0,0,0,0,0
2004,3,8,13,-999,7,7.3,4.7,67,1035.6,40,8.9,249,208,33.8,-4.6,0,0,0,0,0,0
2004,3,8,14,-999,7,7.7,4.6,61,1035.5,60,7,233,195,31.5,-4.6,0,0,0,0,0,0
2004,3,8,15,-999,6,8.1,5.1,63,1035.2,30,8,272,189,26.7,-4.6,0,0,0,0,0,0
2004,3,8,16,-999,7,8.4,5.3,62,1035.2,40,7,147,123,20,-4.6,0,0,0,0,0,0
2004,3,8,17,-999,3,8.5,5.6,65,1035.1,40,7,153,61,11.9,-4.6,0,0,0,0,0,0
2004,3,8,18,-999,5,8.6,5.6,64,1035.2,30,8.9,16,16,3,-4.6,0,0,0,0,0,0
2004,3,8,19,-999,6,7.5,4.8,66,1035.9,20,8,0,0,-6.3,-4.6,0,0,0,0,0,0
2004,3,8,20,-999,7,6.7,4.7,74,1036.4,30,8,0,0,-15.5,-4.6,0,0,0,0,0,0
2004,3,8,21,-999,4,5.8,3.8,73,1036.6,30,7,0,0,-24.4,-4.6,0,0,0,0,0,0
2004,3,8,22,-999,7,6.1,3.6,66,1036.8,30,7,0,0,-32.2,-4.6,0,0,0,0,0,0
2004,3,8,23,-999,7,5.7,3.3,67,1036.7,20,7,0,0,-38.4,-4.6,0,0,0,0,0,0
2004,3,8,24,-999,7,5.7,3.3,67,1036.3,30,11.1,0,0,-42.2,-4.6,0,0,0,0,0,0
2004,3,9,1,-999,7,5.3,3,68,1036.5,30,8.9,0,0,-42.8,-4.3,0,0,0,0,0,0
2004,3,9,2,-999,7,5,3,72,1036.4,20,8,0,0,-40.2,-4.3,0,0,0,0,0,0
2004,3,9,3,-999,7,4.8,3,74,1036.2,30,8.9,0,0,-34.9,-4.3,0,0,0,0,0,0
2004,3,9,4,-999,7,4.8,2.7,70,1035.5,20,7,0,0,-27.6,-4.3,0,0,0,0,0,0
2004,3,9,5,-999,7,4.8,2.7,70,1035.5,30,8,0,0,-19.1,-4.3,0,0,0,0,0,0
2004,3,9,6,-999,7,4.6,2.6,71,1035.3,20,6,0,0,-10,-4.3,0,0,0,0,0,0
2004,3,9,7,-999,6,3.7,2.4,80,1035.2,30,7,3,3,-0.7,-4.3,0,0,0,0,0,0
2004,3,9,8,-999,3,2.8,1.8,84,1035.3,30,5.1,102,40,8.5,-4.3,0,0,0,0,0,0
2004,3,9,9,-999,1,3.4,2.1,80,1035.4,30,6,236,73,17,-4.3,0,0,0,0,0,0
2004,3,9,10,-999,2,5.1,3.2,73,1035.5,30,8.9,344,118,24.4,-4.3,0,0,0,0,0,0
2004,3,9,11,-999,3,5.8,3.3,66,1035.2,50,12.1,415,166,30.1,-4.3,0,0,0,0,0,0
2004,3,9,12,-999,4,5.5,3.2,68,1035.2,60,11.1,439,209,33.5,-4.3,0,0,0,0,0,0
2004,3,9,13,-999,6,7.3,4.1,59,1034.7,60,9.9,345,240,34.1,-4.3,0,0,0,0,0,0
2004,3,9,14,-999,5,6.5,3.2,57,1034.3,50,9.9,382,219,31.9,-4.3,0,0,0,0,0,0
2004,3,9,15,-999,6,6.6,2.8,51,1033.7,70,11.1,276,191,27.1,-4.3,0,0,0,0,0,0
2004,3,9,16,-999,6,6.6,3.4,58,1033.3,30,9.9,205,142,20.3,-4.3,0,0,0,0,0,0
2004,3,9,17,-999,5,6,2.8,57,1033,50,8,137,79,12.2,-4.3,0,0,0,0,0,0
2004,3,9,18,-999,7,5.8,2.6,57,1032.8,50,9.9,17,17,3.3,-4.3,0,0,0,0,0,0
2004,3,9,19,-999,7,5,2.1,60,1033.1,50,9.9,0,0,-6,-4.3,0,0,0,0,0,0
2004,3,9,20,-999,7,4.5,1.7,60,1033,60,8,0,0,-15.3,-4.3,0,0,0,0,0,0
2004,3,9,21,-999,7,4.1,1.3,59,1032.6,50,8,0,0,-24.1,-4.3,0,0,0,0,0,0
2004,3,9,22,-999,7,3.9,1.5,65,1032.7,50,8.9,0,0,-31.9,-4.3,0,0,0,0,0,0
2004,3,9,23,-999,7,3.4,1.5,71,1032.5,40,9.9,0,0,-38,-4.3,0,0,0,0,0,0
2004,3,9,24,-999,3,2.9,1.3,75,1032.4,30,8,0,0,-41.8,-4.3,0,0,0,0,0,0
2004,3,10,1,-999,3,2.1,0.9,81,1032.3,40,5.1,0,0,-42.4,-3.9,0,0,0,0,0,0
2004,3,10,2,-999,2,2,1,84,1031.9,40,6,0,0,-39.9,-3.9,0,0,0,0,0,0
2004,3,10,3,-999,7,1.4,0.6,87,1031.5,10,6,0,0,-34.5,-3.9,0,0,0,0,0,0
2004,3,10,4,-999,6,1.4,0.7,88,1031,20,5.1,0,0,-27.3,-3.9,0,0,0,0,0,0
2004,3,10,5,-999,7,1.3,0.6,88,1030.5,20,5.1,0,0,-18.8,-3.9,0,0,0,0,0,0
2004,3,10,6,-999,7,1.7,0.9,87,1030.3,20,5.1,0,0,-9.6,-3.9,0,0,0,0,0,0
2004,3,10,7,-999,7,1.9,0.9,84,1030.3,30,7,4,4,-0.3,-3.9,0,0,0,0,0,0
2004,3,10,8,22,4,1.8,0.9,85,1030,20,6,102,48,8.8,-3.9,0,0,0,0,0,0
2004,3,10,9,-999,1,2.1,1.2,85,1030.2,20,6,241,75,17.4,-3.9,0,0,0,0,0,0
2004,3,10,10,3,5,3,1.7,80,1030.1,40,8.9,298,171,24.8,-3.9,0,0,0,0,0,0
2004,3,10,11,-999,4,3.8,2.1,75,1029.8,20,9.9,401,191,30.5,-3.9,0,0,0,0,0,0
2004,3,10,12,-999,4,4.4,2.1,67,1029.4,40,9.9,444,211,33.9,-3.9,0,0,0,0,0,0
2004,3,10,13,26,7,4.1,1.9,68,1028.9,50,11.1,254,213,34.5,-3.9,0,0,0,0,0,0
2004,3,10,14,26,6,5,2.4,64,1028.1,50,6,327,227,32.2,-3.9,0,0,0,0,0,0
2004,3,10,15,80,7,4.2,2.1,70,1027.7,50,8,203,170,27.4,-3.9,0,0,0,0,0,0
2004,3,10,16,80,7,4.5,2.3,68,1027.3,40,7,152,127,20.6,-3.9,0,0,0,0,0,0
2004,3,10,17,80,7,3.8,2.1,75,1027.3,60,7,87,73,12.5,-3.9,0,0,0,0,0,0
2004,3,10,18,83,7,3.2,2.1,83,1027.1,40,7,19,19,3.5,-3.9,0,0,0,0,0,0
2004,3,10,19,26,7,2.9,1.8,83,1026.9,50,2.9,0,0,-5.7,-3.9,0,0,0,0,0,0
2004,3,10,20,5,7,3.2,2,82,1026.9,20,4.1,0,0,-15,-3.9,0,0,0,0,0,0
2004,3,10,21,25,7,3.1,1.7,79,1026.5,40,6,0,0,-23.8,-3.9,0,0,0,0,0,0
2004,3,10,22,2,7,2.9,1.7,81,1026.3,30,5.1,0,0,-31.6,-3.9,0,0,0,0,0,0
2004,3,10,23,-999,8,2.7,1.7,84,1025.9,40,7,0,0,-37.7,-3.9,0,0,0,0,0,0
2004,3,10,24,-999,8,2.7,1.6,83,1025.3,40,5.1,0,0,-41.4,-3.9,0,0,0,0,0,0
2004,3,11,1,1,7,2.5,1.5,84,1024.9,40,5.1,0,0,-42,-3.5,0,0,0,0,0,0
2004,3,11,2,-999,8,2.3,1.4,86,1024.4,30,4.1,0,0,-39.5,-3.5,0,0,0,0,0,0
2004,3,11,3,-999,8,2.2,1.4,87,1023.7,30,2.9,0,0,-34.1,-3.5,0,0,0,0,0,0
2004,3,11,4,-999,8,2.1,1.3,87,1023,40,5.1,0,0,-26.9,-3.5,0,0,0,0,0,0
2004,3,11,5,5,8,2.1,1.3,87,1022.3,40,4.1,0,0,-18.4,-3.5,0,0,0,0,0,0
2004,3,11,6,5,8,2.2,1.4,87,1021.5,50,5.1,0,0,-9.3,-3.5,0,0,0,0,0,0
2004,3,11,7,5,8,2,1.3,89,1020.8,90,4.1,5,5,0.1,-3.5,0,0,0,0,0,0
2004,3,11,8,5,8,2,1.4,90,1020.5,90,6,29,29,9.2,-3.5,0,0,0,0,0,0
2004,3,11,9,5,7,2.3,1.7,90,1020.3,100,8.9,129,108,17.7,-3.5,0,0,0,0,0,0
2004,3,11,10,60,7,3.5,2.5,85,1019.8,120,8.9,187,156,25.2,-3.5,0,0,0,0,0,0
2004,3,11,11,21,7,4.7,3,76,1018.8,140,11.1,229,192,30.9,-3.5,0,0,0,0,0,0
2004,3,11,12,-999,7,6,3.3,64,1018.1,130,14,253,212,34.3,-3.5,0,0,0,0,0,0
2004,3,11,13,2,7,5.3,2.7,64,1017.7,140,15.9,257,215,34.9,-3.5,0,0,0,0,0,0
2004,3,11,14,-999,7,4.6,2.3,67,1017.1,140,13,241,201,32.6,-3.5,0,0,0,0,0,0
2004,3,11,15,-999,7,5,2.5,65,1016.1,130,14,206,172,27.7,-3.5,0,0,0,0,0,0
2004,3,11,16,-999,7,4.5,2,65,1015.5,140,14,154,129,20.9,-3.5,0,0,0,0,0,0
2004,3,11,17,-999,7,4.1,1.9,68,1014.1,120,16.9,89,75,12.7,-3.5,0,0,0,0,0,0
2004,3,11,18,-999,8,3.6,1.5,69,1014.4,140,15,20,20,3.8,-3.5,0,0,0,0,0,0
2004,3,11,19,5,8,3.3,1.5,73,1013.7,130,15,0,0,-5.5,-3.5,0,0,0,0,0,0
2004,3,11,20,5,7,2.9,1.1,72,1012.9,120,13,0,0,-14.7,-3.5,0,0,0,0,0,0
2004,3,11,21,5,7,3.2,1.3,71,1012.8,120,13,0,0,-23.5,-3.5,0,0,0,0,0,0
2004,3,11,22,5,8,3.3,1.4,72,1012.4,120,15,0,0,-31.2,-3.5,0,0,0,0,0,0
2004,3,11,23,68,8,2.3,1.3,84,1011.8,130,15,0,0,-37.4,-3.5,0,0,0,0,0,0
2004,3,11,24,69,8,1.4,0.9,92,1010.8,130,13,0,0,-41,-3.5,0,0,0,0,0,0
2004,3,12,1,71,8,1.1,0.8,95,1009.9,110,12.1,0,0,-41.6,-3.1,0,0,0,0,0,0
2004,3,12,2,73,8,0.9,0.7,97,1009.4,120,11.1,0,0,-39,-3.1,0,0,0,0,0,0
2004,3,12,3,73,8,0.5,0.3,97,1008.7,100,8.9,0,0,-33.8,-3.1,0,0,0,0,0,0
2004,3,12,4,71,8,0.3,0.2,98,1007.3,90,8.9,0,0,-26.5,-3.1,0,0,0,0,0,0
2004,3,12,5,71,8,0.5,0.4,98,1006.5,90,11.1,0,0,-18.1,-3.1,0,0,0,0,0,0
2004,3,12,6,71,8,0.9,0.6,95,1006,100,9.9,0,0,-8.9,-3.1,0,0,0,0,0,0
2004,3,12,7,71,8,0.6,0.4,97,1005.1,110,8,6,6,0.4,-3.1,0,0,0,0,0,0
